1pumped_hydro,2battery,3pumped_hydro,4battery,5pumped_hydro,6battery,7pumped_hydro,8battery,9pumped_hydro,10battery,11pumped_hydro,12battery
-166.66667,0.0,0.0,142.5,-125.0,0.0,0.0,158.33333,-166.66667,-26.77747,-125.0,0.0
0.0,142.5,0.0,0.0,0.0,142.5,0.0,0.0,0.0,166.66667,-166.66667,-166.66667
-125.0,0.0,-166.66667,-166.66667,-166.66667,-166.66667,-166.66667,-166.66667,-166.66667,-166.66667,-166.66667,0.0
0.0,0.0,-125.0,0.0,-166.66667,-166.66667,-166.66667,-17.54386,0.0,0.0,0.0,0.0
-166.66667,-166.66667,-166.66667,0.0,-166.66667,0.0,-166.66667,-166.66667,-166.66667,-166.66667,-166.66667,-8.7719298
-166.66667,-166.66667,-166.66667,-166.66667,0.0,0.0,-125.0,0.0,-125.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.6666667,0.0,6.6666667,0.0,166.66667,0.0
0.0,0.0,0.0,0.0,6.6666667,0.0,166.66667,0.0,166.66667,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.6666667,0.0,166.66667,0.0,166.66667,0.0,166.66667,0.0,166.66667,150.0
6.6666667,0.0,166.66667,0.0,166.66667,0.0,166.66667,150.0,166.66667,150.0,166.66667,166.66667
166.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166.66667,166.66667,166.66667,166.66667,0.0,0.0,0.0,0.0,0.0,0.0,6.6666667,0.0
166.66667,150.0,166.66667,150.0,166.66667,166.66667,0.0,0.0,0.0,0.0,166.66667,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166.66667,0.0,166.66667,0.0,166.66667,0.0,166.66667,166.66667,166.66667,166.66667,0.0,0.0
0.0,-18.00554,0.0,-18.00554,0.0,-18.467221,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-166.66667,0.0,-166.66667,0.0,0.0,0.0,0.0,0.0,0.0,166.66667,0.0
166.66667,166.66667,166.66667,166.66667,166.66667,166.66667,166.66667,0.0,166.66667,0.0,0.0,0.0
0.0,-166.66667,0.0,-166.66667,0.0,-166.66667,0.0,-166.66667,0.0,-166.66667,0.0,-166.66667
0.0,-8.7719298,0.0,-8.7719298,0.0,-8.7719298,0.0,-8.7719298,0.0,-8.7719298,0.0,-8.7719298
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,150.41667,0.0,150.41667,0.0,0.0,0.0,150.0,0.0,150.0,0.0,150.0
0.0,-166.66667,0.0,-166.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,150.0,0.0,150.0,0.0,150.0,0.0,166.66667,0.0,166.66667,0.0,166.66667
0.0,166.66667,0.0,166.66667,0.0,166.66667,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-166.66667,0.0,-166.66667,0.0,-166.66667,0.0,-166.66667,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.55494,0.0,-53.55494
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-17.54386,0.0,-17.54386,0.0,-17.54386,0.0,0.0,0.0,-166.66667,0.0,-166.66667
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-166.66667,0.0,-166.66667,0.0,-166.66667,0.0,-166.66667,0.0,0.0,0.0,0.0
0.0,166.66667,0.0,166.66667,0.0,166.66667,0.0,0.0,0.0,0.0,0.0,0.0
0.0,117.91667,0.0,117.91667,0.0,117.91667,0.0,166.66667,0.0,166.66667,0.0,166.66667
0.0,-166.66667,0.0,-166.66667,0.0,-166.66667,0.0,-166.66667,0.0,-166.66667,0.0,-166.66667
0.0,166.66667,0.0,166.66667,0.0,166.66667,0.0,166.66667,0.0,166.66667,0.0,166.66667
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-125.0,0.0,0.0,0.0,0.0,0.0,0.0,142.5
-125.0,0.0,0.0,0.0,0.0,0.0,-125.0,0.0,-166.66667,-166.66667,-166.66667,-166.66667
-166.66667,-8.7719298,-166.66667,-166.66667,-166.66667,0.0,-166.66667,0.0,-125.0,0.0,-125.0,0.0
0.0,0.0,0.0,0.0,-166.66667,-166.66667,-166.66667,-166.66667,-166.66667,-8.7719298,-166.66667,-166.66667
0.0,0.0,-125.0,0.0,-166.66667,-8.7719298,-166.66667,-8.7719298,-166.66667,0.0,-166.66667,0.0
-166.66667,-166.66667,-166.66667,-8.7719298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-166.66667,0.0,-166.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,66.666667,0.0,66.666667,0.0,166.66667,0.0,66.666667,0.0,166.66667,0.0
0.0,0.0,166.66667,0.0,166.66667,0.0,166.66667,0.0,166.66667,0.0,166.66667,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.666667,0.0,0.0,0.0,0.0,0.0,66.666667,0.0,0.0,0.0,66.666667,0.0
166.66667,166.66667,166.66667,166.66667,166.66667,166.66667,166.66667,166.66667,166.66667,150.41667,0.0,0.0
166.66667,0.0,166.66667,0.0,166.66667,0.0,0.0,-18.00554,0.0,-166.66667,166.66667,150.41667
0.0,-166.66667,0.0,-166.66667,0.0,-166.66667,0.0,-166.66667,166.66667,0.0,0.0,-166.66667
0.0,-18.00554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166.66667,166.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166.66667,0.0,166.66667,133.75,166.66667,133.75,166.66667,150.0,166.66667,150.0,166.66667,166.66667
0.0,-18.467221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.467221
166.66667,166.66667,166.66667,166.66667,166.66667,166.66667,166.66667,166.66667,166.66667,166.66667,166.66667,166.66667
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,158.33333,0.0,158.33333,0.0,158.33333,0.0,158.33333,0.0,0.0,0.0,0.0
0.0,-166.66667,0.0,-166.66667,0.0,-166.66667,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,150.41667,0.0,150.41667,0.0,150.41667,0.0,0.0,0.0,158.33333,0.0,158.33333
0.0,-166.66667,0.0,-166.66667,0.0,-166.66667,0.0,-166.66667,0.0,-166.66667,0.0,-166.66667
0.0,150.41667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
